查詢公司名稱,公司名稱,統一編號,登記現況,資本總額(元),代表人姓名,公司所在地
萬海航運股份有限公司,萬海航運股份有限公司  Google搜尋  (出進口廠商英文名稱：WAN HAI LINES LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,11395000   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"36,000,000,000",久福花園股份有限公司,臺北市中山區松江路136號10樓 地址所屬公司家數: 3  電子地圖
能元科技股份有限公司,能元科技股份有限公司  Google搜尋  (出進口廠商英文名稱：E-ONE MOLI ENERGY CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16441469   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"30,000,000,000",張安平,南部科學園區臺南市善化區大利二路10號 地址所屬公司家數: 1  電子地圖
亞東石化股份有限公司,"亞東石化股份有限公司  Google搜尋  (出進口廠商英文名稱：ORIENTAL PETROCHEMICAL (TAIWAN) CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
097年11月14日 發文號09701293030變更名稱 （前名稱：英威達遠東石化股份有限公司）",22318678   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"30,000,000,000",徐旭東,桃園市觀音區觀音工業區經建四路47號 地址所屬公司家數: 1  電子地圖
元大人壽保險股份有限公司,"元大人壽保險股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
103年02月12日 發文號10301023250變更名稱 （前名稱：國際紐約人壽保險股份有限公司）",80329815   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"35,000,000,000",江朝國,臺北市松山區民生東路三段156號17樓 地址所屬公司家數: 1  電子地圖
全國農業金庫股份有限公司,全國農業金庫股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,27253935   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"60,000,000,000",簡展穎,臺北市中正區館前路77號6至11樓 地址所屬公司家數: 1  電子地圖
和碩聯合科技股份有限公司,和碩聯合科技股份有限公司  Google搜尋  (出進口廠商英文名稱：PEGATRON CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,28689155   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"30,000,000,000",童子賢,臺北市北投區立功街76號5樓 地址所屬公司家數: 1  電子地圖
燁聯鋼鐵股份有限公司,燁聯鋼鐵股份有限公司  Google搜尋  (出進口廠商英文名稱：YIEH UNITED STEEL CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,23218395   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"26,204,136,000",林義守,高雄市岡山區興隆街600號 地址所屬公司家數: 1  電子地圖
台達電子工業股份有限公司,"台達電子工業股份有限公司  Google搜尋  (出進口廠商英文名稱：DELTA ELECTRONICS, INC.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",34051920   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"40,000,000,000",鄭　平,桃園市龜山區山頂里興邦路31之1號 地址所屬公司家數: 1  電子地圖
大成不銹鋼工業股份有限公司,"大成不銹鋼工業股份有限公司  Google搜尋  (出進口廠商英文名稱：TA CHEN STAINLESS PIPE CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",22318348   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"32,000,000,000",謝麗雲,臺南市仁德區新田二街125號 地址所屬公司家數: 1  電子地圖
乾坤科技股份有限公司,"乾坤科技股份有限公司  Google搜尋  (出進口廠商英文名稱：CYNTEC CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",22099836   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"23,500,000,000",劉春條,新竹科學園區新竹縣寶山鄉研發二路2號 地址所屬公司家數: 1  電子地圖
光寶科技股份有限公司,光寶科技股份有限公司  Google搜尋  (出進口廠商英文名稱：LITE-ON TECHNOLOGY CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,23357403   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"35,000,000,000",宋明峰,臺北市內湖區瑞光路392號22樓 地址所屬公司家數: 2  電子地圖
明東實業股份有限公司,明東實業股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,11326855   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"25,000,000,000",蔡明忠,臺北市中正區銅山街13號2樓 地址所屬公司家數: 4  電子地圖
大同股份有限公司,大同股份有限公司  Google搜尋  (出進口廠商英文名稱：Tatung Company) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,11026506   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"100,000,000,000",王光祥,臺北市中山區集英里21鄰中山北路三段22號 地址所屬公司家數: 1  電子地圖
台灣三元能源科技股份有限公司,"台灣三元能源科技股份有限公司  Google搜尋  (出進口廠商英文名稱：Molie Quantum Energy Corporation) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
112年10月05日 發文號11230183510變更名稱 （前名稱：三元能源科技股份有限公司）",90838471   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"23,501,000,000",張安平,臺北市中山區中山北路二段113號11樓 地址所屬公司家數: 8  電子地圖
群益金鼎證券股份有限公司,"群益金鼎證券股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
100年07月13日 發文號10001156620變更名稱 （前名稱：群益證券股份有限公司）",22956035   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"30,000,000,000",周秀真,臺北市松山區民生東路三段156號7樓之5、11樓之1~之3、11樓之6、12樓、12樓之1~之3、12樓之5~之6、13樓、13樓之1~之3、13樓之5~之6、14樓之1~之3、14樓之5~之6、15樓之5、16樓之3 地址所屬公司家數: 1  電子地圖
長榮海運股份有限公司,長榮海運股份有限公司  Google搜尋  (出進口廠商英文名稱：EVERGREEN MARINE CORPORATION (TAIWAN) LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,11337775   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"70,000,000,000",張衍義,臺北市中山區民生東路二段166號1至4樓 地址所屬公司家數: 1  電子地圖
東元電機股份有限公司,"東元電機股份有限公司  Google搜尋  (出進口廠商英文名稱：TECO ELECTRIC & MACHINERY CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",11332202   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"30,305,500,000",利明献,臺北市南港區三重路19-9號5樓 地址所屬公司家數: 1  電子地圖
台灣固網股份有限公司,"台灣固網股份有限公司  Google搜尋  (出進口廠商英文名稱：TAIWAN FIXED NETWORK CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
097年01月22日 發文號09701016490變更名稱 （前名稱：台信國際電信股份有限公司）",28468548   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"40,000,000,000",蔡明忠,臺北市大安區基隆路二段172-1號15樓 地址所屬公司家數: 1  電子地圖
新世紀資通股份有限公司,"新世紀資通股份有限公司  Google搜尋  (出進口廠商英文名稱：NEW CENTURY INFOCOMM TECH CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",70774626   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"80,000,000,000",徐旭東,臺北市內湖區港墘路220號10樓 地址所屬公司家數: 1  電子地圖
道盈實業股份有限公司,"道盈實業股份有限公司  Google搜尋  (出進口廠商英文名稱：Dao Ying Co., Ltd.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",05067562   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"25,000,000,000",蔡明忠,臺北市中正區銅山街13號2樓 地址所屬公司家數: 4  電子地圖
華創車電技術中心股份有限公司,"華創車電技術中心股份有限公司  Google搜尋  (出進口廠商英文名稱：HUA-CHUANG AUTOMOBILE INFORMATION TECHNICAL CENTER CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",27932239   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"22,000,000,000",李建輝,新北市新店區中興路三段3號2樓 地址所屬公司家數: 15  電子地圖
興富發建設股份有限公司,興富發建設股份有限公司  Google搜尋  (出進口廠商英文名稱：HIGHWEALTH CONSTRUCTION CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,12305479   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"30,000,000,000",曹淵博,臺北市中山區樂群二路267號10樓 地址所屬公司家數: 4  電子地圖
中華開發資本股份有限公司,"中華開發資本股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
106年04月13日 發文號10601034940變更名稱 （前名稱：中華開發工業銀行股份有限公司）",11147207   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"92,668,510,000",辜仲瑩,臺北市松山區敦化北路135號12及18樓 地址所屬公司家數: 1  電子地圖
諧永投資股份有限公司,諧永投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,27989078   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,260,495,470",關鈞,臺北市內湖區西康里內湖路一段66號8樓 地址所屬公司家數: 2  電子地圖
台朔重工股份有限公司,台朔重工股份有限公司  Google搜尋  (出進口廠商英文名稱：FORMOSA HEAVY INDUSTRIES CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,23986634   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,094,771,740",郭文筆,高雄市仁武區竹後里水管路100號 地址所屬公司家數: 2  電子地圖
寶佳資產管理股份有限公司,"寶佳資產管理股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
106年03月24日 發文號10601038610變更名稱 （前名稱：鑒機資產管理股份有限公司）",42856999   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"26,000,000,000",林陳海,臺北市內湖區行善路469號10樓 地址所屬公司家數: 1  電子地圖
合陽管理顧問股份有限公司,合陽管理顧問股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,27463361   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,000,000,000",林陳海,新北市五股區成泰路1段2號9樓 地址所屬公司家數: 13  電子地圖
凱擘股份有限公司,"凱擘股份有限公司  Google搜尋  (出進口廠商英文名稱：KBRO CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
096年11月01日 發文號09601268580變更名稱 （前名稱：東森媒體科技股份有限公司）",80173221   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"19,960,000,000",王鴻紳,臺北市中山區八德路2段260號9樓 地址所屬公司家數: 3  電子地圖
遠東建設事業股份有限公司,遠東建設事業股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,05151717   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"30,000,000,000",趙文嘉,臺北市信義區基隆路一段200號24樓 地址所屬公司家數: 1  電子地圖
安泰商業銀行股份有限公司,安泰商業銀行股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,86928561   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"47,600,000,000",俞宇琦,臺北市信義區西村里信義路五段7號16樓、40樓、41樓 地址所屬公司家數: 1  電子地圖
燁輝企業股份有限公司,"燁輝企業股份有限公司  Google搜尋  (出進口廠商英文名稱：YIEH PHUI ENTERPRISE CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",75947936   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"30,000,000,000",林義守,高雄市橋頭區芋寮路369號 地址所屬公司家數: 1  電子地圖
寶鑫國際投資股份有限公司,寶鑫國際投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16636534   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"19,278,017,700",黃德才,新北市新店區復興里北新路三段207-1號15樓 地址所屬公司家數: 4  電子地圖
佳世達科技股份有限公司,"佳世達科技股份有限公司  Google搜尋  (出進口廠商英文名稱：QISDA CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
096年07月05日 發文號09601147060變更名稱 （前名稱：明基電通股份有限公司）",12490306   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"50,000,000,000",陳其宏,桃園市龜山區山鶯路157號 地址所屬公司家數: 1  電子地圖
楷榮股份有限公司,"楷榮股份有限公司  Google搜尋  (出進口廠商英文名稱：KKY Co., Ltd.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",50864590   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"19,132,000,000",洪再興,臺北市松山區八德路四段85號3樓 地址所屬公司家數: 1  電子地圖
好市多股份有限公司,"好市多股份有限公司  Google搜尋  (出進口廠商英文名稱：Costco Wholesale Taiwan, Inc.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",96972798   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"19,100,000,000",趙建華,高雄市前鎮區中華五路656號 地址所屬公司家數: 1  電子地圖
世平興業股份有限公司,"世平興業股份有限公司  Google搜尋  (出進口廠商英文名稱：WORLD PEACE INDUSTRIAL CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",05091774   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,000,000,000",張蓉崗,臺北市南港區經貿二路189號8樓 地址所屬公司家數: 1  電子地圖
世界先進積體電路股份有限公司,世界先進積體電路股份有限公司  Google搜尋  (出進口廠商英文名稱：VANGUARD INTERNATIONAL SEMICONDUCTOR CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,84149358   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"33,000,000,000",方略,新竹科學園區新竹縣園區三路123號 地址所屬公司家數: 1  電子地圖
大彰化西南離岸風力發電股份有限公司,大彰化西南離岸風力發電股份有限公司  Google搜尋  (出進口廠商英文名稱：Greater Changhua Offshore Wind Farm SW Ltd.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,85122834   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"18,585,000,000",楊雅雯,彰化縣彰化市華山路37號11樓之2 地址所屬公司家數: 4  電子地圖
旺宏電子股份有限公司,"旺宏電子股份有限公司  Google搜尋  (出進口廠商英文名稱：MACRONIX INTERNATIONAL CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",22099548   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"65,500,000,000",吳敏求,新竹科學園區新竹市力行路16號 地址所屬公司家數: 2  電子地圖
國際票券金融股份有限公司,國際票券金融股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,12100285   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,000,000,000",魏啓林,臺北市中山區樂群三路128號8-10樓 地址所屬公司家數: 1  電子地圖
板信商業銀行股份有限公司,板信商業銀行股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16093877   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"25,000,000,000",謝娟娟,新北市板橋區縣民大道二段68號 地址所屬公司家數: 13  電子地圖
遠鼎投資股份有限公司,遠鼎投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,22266828   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"25,000,000,000",徐旭東,臺北市大安區敦化南路二段207號34樓 地址所屬公司家數: 14  電子地圖
高雄銀行股份有限公司,高雄銀行股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,79854797   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"30,000,000,000",鄭美玲,高雄市左營區博愛二路168號 地址所屬公司家數: 1  電子地圖
凱基證券股份有限公司,"凱基證券股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
097年07月21日 發文號09701178150變更名稱 （前名稱：中信證券股份有限公司）",23111915   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"46,000,000,000",許道義,臺北市中山區成功里明水路698號3樓、700號3樓 地址所屬公司家數: 1  電子地圖
奇美實業股份有限公司,奇美實業股份有限公司  Google搜尋  (出進口廠商英文名稱：CHIMEI CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,68387705   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"19,600,000,000",許春華,臺南市仁德區中正路一段398號 地址所屬公司家數: 1  電子地圖
頂安開發股份有限公司,頂安開發股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,25133560   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"17,427,109,720",張瑞昌,臺北市內湖區內湖路1段66號6樓 地址所屬公司家數: 11  電子地圖
鴻華先進科技股份有限公司,"鴻華先進科技股份有限公司  Google搜尋  (出進口廠商英文名稱：Foxtron Vehicle Technologies Co., Ltd.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",83167722   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"25,000,000,000",劉揚偉,新北市新店區寶高路26號7樓 地址所屬公司家數: 1  電子地圖
聯華實業控股股份有限公司,"聯華實業控股股份有限公司  Google搜尋  (出進口廠商英文名稱：LIEN HWA INDUSTRIAL CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
113年06月18日 發文號11330094640變更名稱 （前名稱：聯華實業投資控股股份有限公司）",11996904   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"25,000,000,000",苗豐強,臺北市南港區南港路一段209號10樓 地址所屬公司家數: 11  電子地圖
台塑新智能科技股份有限公司,台塑新智能科技股份有限公司  Google搜尋  (出進口廠商英文名稱：Formosa Smart Energy Tech Corporation) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,90340178   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"17,000,000,000",王瑞瑜,臺北市內湖區石潭里南京東路六段380號9樓 地址所屬公司家數: 3  電子地圖
中國人造纖維股份有限公司,中國人造纖維股份有限公司  Google搜尋  (出進口廠商英文名稱：CHINA MAN-MADE FIBER CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,07066907   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"21,000,000,000",王貴賢,高雄市大社區經建路8號 地址所屬公司家數: 1  電子地圖
福懋興業股份有限公司,"福懋興業股份有限公司  Google搜尋  (出進口廠商英文名稱：FORMOSA TAFFETA CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",14001199   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"16,846,646,370",王文淵,雲林縣斗六市榴中里石榴路317號 地址所屬公司家數: 1  電子地圖
大聯大控股股份有限公司,"大聯大控股股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
112年06月14日 發文號11230104140變更名稱 （前名稱：大聯大投資控股股份有限公司）",27928328   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"32,000,000,000",黃偉祥,臺北市南港區經貿二路189號22樓 地址所屬公司家數: 4  電子地圖
聯強國際股份有限公司,聯強國際股份有限公司  Google搜尋  (出進口廠商英文名稱：SYNNEX TECHNOLOGY INTERNATIONAL CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,23060541   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"24,000,000,000",苗豐強,臺北市南港區市民大道八段205號27樓 地址所屬公司家數: 1  電子地圖
永豐金證券股份有限公司,"永豐金證券股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
095年09月18日 發文號09501210350變更名稱 （前名稱：建華證券股份有限公司）",23113343   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"19,000,000,000",朱士廷,臺北市中正區重慶南路一段2號7樓、18樓及20樓 地址所屬公司家數: 1  電子地圖
海龍二號風電股份有限公司,"海龍二號風電股份有限公司  Google搜尋  (出進口廠商英文名稱：Hai Long 2 Offshore Wind Power Co., Ltd.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",90275367   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"23,925,375,010",Tobias Charles Edmonds,彰化縣彰化市中山路一段375號12樓 地址所屬公司家數: 2  電子地圖
永豐餘投資控股股份有限公司,"永豐餘投資控股股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
101年10月18日 發文號10101215470變更名稱 （前名稱：永豐餘造紙股份有限公司）",85066002   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"22,000,000,000",葉惠青,高雄市大樹區久堂里久堂路14號 地址所屬公司家數: 1  電子地圖
臺南紡織股份有限公司,"臺南紡織股份有限公司  Google搜尋  (出進口廠商英文名稱：TAINAN SPINNING CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",68919301   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,000,000,000",侯博明,臺南市東區裕農路511號 地址所屬公司家數: 2  電子地圖
百揚投資股份有限公司,百揚投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,23418577   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"16,800,000,000",徐雪芳,新北市板橋區新站路16號18樓 地址所屬公司家數: 7  電子地圖
海龍三號風電股份有限公司,"海龍三號風電股份有限公司  Google搜尋  (出進口廠商英文名稱：Hai Long 3 Offshore Wind Power Co., Ltd.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",90275401   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"22,988,125,010",Tobias Charles Edmonds,彰化縣彰化市中山路一段375號12樓 地址所屬公司家數: 2  電子地圖
聯合再生能源股份有限公司,"聯合再生能源股份有限公司  Google搜尋  (出進口廠商英文名稱：United Renewable Energy Co., Ltd.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
107年10月18日 發文號1070029722變更名稱 （前名稱：新日光能源科技股份有限公司）",27763753   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"36,000,000,000",洪傳獻,新竹科學園區新竹市力行三路7號 地址所屬公司家數: 3  電子地圖
富邦綜合證券股份有限公司,富邦綜合證券股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,22957301   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"26,000,000,000",程明乾,臺北市大安區仁愛路四段169號3、4樓 地址所屬公司家數: 1  電子地圖
太子建設開發股份有限公司,太子建設開發股份有限公司  Google搜尋  (出進口廠商英文名稱：Prince Housing & Development Corp.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,72058206   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,000,000,000",羅智先,臺南市東區中華東路1段398號8樓 地址所屬公司家數: 4  電子地圖
鴻揚創業投資股份有限公司,鴻揚創業投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,97164611   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"16,222,902,100",黃德才,新北市新店區復興里北新路三段207號15樓 地址所屬公司家數: 2  電子地圖
新光合成纖維股份有限公司,新光合成纖維股份有限公司  Google搜尋  (出進口廠商英文名稱：SHINKONG SYNTHETIC FIBERS CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,07435515   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"28,000,000,000",吳東昇,臺北市大安區仁愛路3段136號5樓 地址所屬公司家數: 23  電子地圖
元富證券股份有限公司,元富證券股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,23357868   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"22,000,000,000",陳俊宏,臺北市大安區復興南路一段209號1至3樓 地址所屬公司家數: 1  電子地圖
聯發科技股份有限公司,聯發科技股份有限公司  Google搜尋  (出進口廠商英文名稱：MEDIATEK INC.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,84149961   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,000,000,000",蔡明介,新竹科學園區新竹市篤行一路1號 地址所屬公司家數: 1  電子地圖
統一實業股份有限公司,統一實業股份有限公司  Google搜尋  (出進口廠商英文名稱：TON YI INDUSTRIAL CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,73252657   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"17,847,009,180",羅智先,臺南市永康區中正北路837號 地址所屬公司家數: 1  電子地圖
彰芳風力發電股份有限公司,"彰芳風力發電股份有限公司  Google搜尋  (出進口廠商英文名稱：Changfang Wind Power Co., Ltd.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",42369695   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"15,309,860,700",William James Trenchard,彰化縣彰化市中華西路369號10樓之1 地址所屬公司家數: 3  電子地圖
中華工程股份有限公司,中華工程股份有限公司  Google搜尋  (出進口廠商英文名稱：BES ENGINEERING CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,75094900   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"30,000,000,000",周志明,臺北市松山區新聚里東興路12號6樓 地址所屬公司家數: 1  電子地圖
欣興電子股份有限公司,欣興電子股份有限公司  Google搜尋  (出進口廠商英文名稱：UNIMICRON TECHNOLOGY CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,23535435   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,000,000,000",曾子章,桃園市龜山區山鶯路179號 地址所屬公司家數: 1  電子地圖
兆豐票券金融股份有限公司,兆豐票券金融股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,14067826   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"15,114,410,840",蕭玉美,臺北市中正區衡陽路91號地下1樓、2-5樓、10樓 地址所屬公司家數: 1  電子地圖
